country,Location_Coordinates,year,sex,age,suicides_no,population,suicides_pop,gdp_for_year,gdp_per_capita
Japan,"35.685, 139.7514",1985,male,75,1340,1791000,74.82,1400000000000,12401
Japan,"35.685, 139.7514",1985,female,75,1553,2862400,54.26,1400000000000,12401
Japan,"35.685, 139.7514",1985,male,55-74,3763,8996900,41.83,1400000000000,12401
Japan,"35.685, 139.7514",1985,male,35-54,6962,17833300,39.04,1400000000000,12401
Japan,"35.685, 139.7514",1985,male,25-34,1982,8465800,23.41,1400000000000,12401
Japan,"35.685, 139.7514",1985,female,55-74,2543,11024900,23.07,1400000000000,12401
Japan,"35.685, 139.7514",1985,female,35-54,2582,17953700,14.38,1400000000000,12401
Japan,"35.685, 139.7514",1985,male,15-24,1139,8728500,13.05,1400000000000,12401
Japan,"35.685, 139.7514",1985,female,25-34,817,8321600,9.82,1400000000000,12401
Japan,"35.685, 139.7514",1985,female,15-24,491,8366600,5.87,1400000000000,12401
Japan,"35.685, 139.7514",1985,male,15-24,59,9423300,0.63,1400000000000,12401
Japan,"35.685, 139.7514",1985,female,15-24,26,9041200,0.29,1400000000000,12401
Japan,"35.685, 139.7514",1986,male,75,1488,1889000,78.77,2080000000000,18288
Japan,"35.685, 139.7514",1986,female,75,1801,3049000,59.07,2080000000000,18288
Japan,"35.685, 139.7514",1986,male,55-74,4171,9374000,44.5,2080000000000,18288
Japan,"35.685, 139.7514",1986,male,35-54,7298,18094000,40.33,2080000000000,18288
Japan,"35.685, 139.7514",1986,female,55-74,2877,11355000,25.34,2080000000000,18288
Japan,"35.685, 139.7514",1986,male,25-34,2057,8197000,25.09,2080000000000,18288
Japan,"35.685, 139.7514",1986,female,35-54,2787,18183000,15.33,2080000000000,18288
Japan,"35.685, 139.7514",1986,male,15-24,1263,8931000,14.14,2080000000000,18288
Japan,"35.685, 139.7514",1986,female,25-34,936,8051000,11.63,2080000000000,18288
Japan,"35.685, 139.7514",1986,female,15-24,680,8548000,7.96,2080000000000,18288
Japan,"35.685, 139.7514",1986,male,15-24,73,9231000,0.79,2080000000000,18288
Japan,"35.685, 139.7514",1986,female,15-24,53,8777000,0.6,2080000000000,18288
Japan,"35.685, 139.7514",1987,male,75,1446,1982000,72.96,2530000000000,22137
Japan,"35.685, 139.7514",1987,female,75,1718,3230000,53.19,2530000000000,22137
Japan,"35.685, 139.7514",1987,male,55-74,3988,9718000,41.04,2530000000000,22137
Japan,"35.685, 139.7514",1987,male,35-54,6688,18218000,36.71,2530000000000,22137
Japan,"35.685, 139.7514",1987,female,55-74,2938,11656000,25.21,2530000000000,22137
Japan,"35.685, 139.7514",1987,male,25-34,1904,8031000,23.71,2530000000000,22137
Japan,"35.685, 139.7514",1987,female,35-54,2496,18301000,13.64,2530000000000,22137
Japan,"35.685, 139.7514",1987,male,15-24,1065,9167000,11.62,2530000000000,22137
Japan,"35.685, 139.7514",1987,female,25-34,782,7874000,9.93,2530000000000,22137
Japan,"35.685, 139.7514",1987,female,15-24,569,8757000,6.5,2530000000000,22137
Japan,"35.685, 139.7514",1987,male,15-24,52,8959000,0.58,2530000000000,22137
Japan,"35.685, 139.7514",1987,female,15-24,17,8523000,0.2,2530000000000,22137
Japan,"35.685, 139.7514",1988,male,75,1490,2064000,72.19,3070000000000,26687
Japan,"35.685, 139.7514",1988,female,75,1865,3398000,54.89,3070000000000,26687
Japan,"35.685, 139.7514",1988,male,55-74,3851,10062000,38.27,3070000000000,26687
Japan,"35.685, 139.7514",1988,male,35-54,6087,18287000,33.29,3070000000000,26687
Japan,"35.685, 139.7514",1988,female,55-74,2853,11962000,23.85,3070000000000,26687
Japan,"35.685, 139.7514",1988,male,25-34,1736,7938000,21.87,3070000000000,26687
Japan,"35.685, 139.7514",1988,female,35-54,2438,18354000,13.28,3070000000000,26687
Japan,"35.685, 139.7514",1988,male,15-24,973,9391000,10.36,3070000000000,26687
Japan,"35.685, 139.7514",1988,female,25-34,721,7769000,9.28,3070000000000,26687
Japan,"35.685, 139.7514",1988,female,15-24,583,8959000,6.51,3070000000000,26687
Japan,"35.685, 139.7514",1988,male,15-24,49,8669000,0.57,3070000000000,26687
Japan,"35.685, 139.7514",1988,female,15-24,30,8248000,0.36,3070000000000,26687
Japan,"35.685, 139.7514",1989,male,75,1463,2153000,67.95,3050000000000,26389
Japan,"35.685, 139.7514",1989,female,75,1844,3577000,51.55,3050000000000,26389
Japan,"35.685, 139.7514",1989,male,55-74,3676,10384000,35.4,3050000000000,26389
Japan,"35.685, 139.7514",1989,male,35-54,5161,18310000,28.19,3050000000000,26389
Japan,"35.685, 139.7514",1989,female,55-74,2786,12244000,22.75,3050000000000,26389
Japan,"35.685, 139.7514",1989,male,25-34,1582,7931000,19.95,3050000000000,26389
Japan,"35.685, 139.7514",1989,female,35-54,2306,18362000,12.56,3050000000000,26389
Japan,"35.685, 139.7514",1989,male,15-24,928,9573000,9.69,3050000000000,26389
Japan,"35.685, 139.7514",1989,female,25-34,725,7749000,9.36,3050000000000,26389
Japan,"35.685, 139.7514",1989,female,15-24,479,9119000,5.25,3050000000000,26389
Japan,"35.685, 139.7514",1989,male,15-24,36,8384000,0.43,3050000000000,26389
Japan,"35.685, 139.7514",1989,female,15-24,27,7980000,0.34,3050000000000,26389
Japan,"35.685, 139.7514",1990,male,75,1405,2232400,62.94,3130000000000,26949
Japan,"35.685, 139.7514",1990,female,75,1814,3736000,48.55,3130000000000,26949
Japan,"35.685, 139.7514",1990,male,55-74,3654,10761800,33.95,3130000000000,26949
Japan,"35.685, 139.7514",1990,male,35-54,4822,18296000,26.36,3130000000000,26949
Japan,"35.685, 139.7514",1990,female,55-74,2607,12588300,20.71,3130000000000,26949
Japan,"35.685, 139.7514",1990,male,25-34,1462,7927600,18.44,3130000000000,26949
Japan,"35.685, 139.7514",1990,female,35-54,2184,18325800,11.92,3130000000000,26949
Japan,"35.685, 139.7514",1990,male,15-24,875,9545600,9.17,3130000000000,26949
Japan,"35.685, 139.7514",1990,female,25-34,698,7761900,8.99,3130000000000,26949
Japan,"35.685, 139.7514",1990,female,15-24,434,9143500,4.75,3130000000000,26949
Japan,"35.685, 139.7514",1990,male,15-24,30,8168200,0.37,3130000000000,26949
Japan,"35.685, 139.7514",1990,female,15-24,17,7764300,0.22,3130000000000,26949
Japan,"35.685, 139.7514",1991,male,75,1354,2311000,58.59,3580000000000,30688
Japan,"35.685, 139.7514",1991,female,75,1687,3912000,43.12,3580000000000,30688
Japan,"35.685, 139.7514",1991,male,55-74,3779,11126000,33.97,3580000000000,30688
Japan,"35.685, 139.7514",1991,male,35-54,4935,18230000,27.07,3580000000000,30688
Japan,"35.685, 139.7514",1991,female,55-74,2561,12912000,19.83,3580000000000,30688
Japan,"35.685, 139.7514",1991,male,25-34,1419,7830000,18.12,3580000000000,30688
Japan,"35.685, 139.7514",1991,female,35-54,2039,18245000,11.18,3580000000000,30688
Japan,"35.685, 139.7514",1991,male,15-24,891,9770000,9.12,3580000000000,30688
Japan,"35.685, 139.7514",1991,female,25-34,637,7665000,8.31,3580000000000,30688
Japan,"35.685, 139.7514",1991,female,15-24,442,9337000,4.73,3580000000000,30688
Japan,"35.685, 139.7514",1991,male,15-24,22,7928000,0.28,3580000000000,30688
Japan,"35.685, 139.7514",1991,female,15-24,14,7536000,0.19,3580000000000,30688
Japan,"35.685, 139.7514",1992,male,75,1423,2375000,59.92,3910000000000,33320
Japan,"35.685, 139.7514",1992,female,75,1702,4072000,41.8,3910000000000,33320
Japan,"35.685, 139.7514",1992,male,55-74,4155,11475000,36.21,3910000000000,33320
Japan,"35.685, 139.7514",1992,male,35-54,5269,18135000,29.05,3910000000000,33320
Japan,"35.685, 139.7514",1992,female,55-74,2555,13232000,19.31,3910000000000,33320
Japan,"35.685, 139.7514",1992,male,25-34,1501,7985000,18.8,3910000000000,33320
Japan,"35.685, 139.7514",1992,female,35-54,1998,18131000,11.02,3910000000000,33320
Japan,"35.685, 139.7514",1992,male,15-24,996,9743000,10.22,3910000000000,33320
Japan,"35.685, 139.7514",1992,female,25-34,633,7810000,8.1,3910000000000,33320
Japan,"35.685, 139.7514",1992,female,15-24,440,9292000,4.74,3910000000000,33320
Japan,"35.685, 139.7514",1992,male,15-24,52,7720000,0.67,3910000000000,33320
Japan,"35.685, 139.7514",1992,female,15-24,32,7341000,0.44,3910000000000,33320
Japan,"35.685, 139.7514",1993,male,75,1258,2430000,51.77,4450000000000,37832
Japan,"35.685, 139.7514",1993,female,75,1566,4227000,37.05,4450000000000,37832
Japan,"35.685, 139.7514",1993,male,55-74,4185,11787000,35.51,4450000000000,37832
Japan,"35.685, 139.7514",1993,male,35-54,5472,18083000,30.26,4450000000000,37832
Japan,"35.685, 139.7514",1993,male,25-34,1473,8120000,18.14,4450000000000,37832
Japan,"35.685, 139.7514",1993,female,55-74,2418,13512000,17.9,4450000000000,37832
Japan,"35.685, 139.7514",1993,female,35-54,1955,18064000,10.82,4450000000000,37832
Japan,"35.685, 139.7514",1993,male,15-24,974,9691000,10.05,4450000000000,37832
Japan,"35.685, 139.7514",1993,female,25-34,598,7933000,7.54,4450000000000,37832
Japan,"35.685, 139.7514",1993,female,15-24,404,9233000,4.38,4450000000000,37832
Japan,"35.685, 139.7514",1993,male,15-24,32,7513000,0.43,4450000000000,37832
Japan,"35.685, 139.7514",1993,female,15-24,18,7142000,0.25,4450000000000,37832
Japan,"35.685, 139.7514",1994,male,75,1364,2476000,55.09,4910000000000,41563
Japan,"35.685, 139.7514",1994,male,55-74,4256,12046000,35.33,4910000000000,41563
Japan,"35.685, 139.7514",1994,female,75,1538,4368000,35.21,4910000000000,41563
Japan,"35.685, 139.7514",1994,male,35-54,5439,18084000,30.08,4910000000000,41563
Japan,"35.685, 139.7514",1994,male,25-34,1631,8250000,19.77,4910000000000,41563
Japan,"35.685, 139.7514",1994,female,55-74,2314,13742000,16.84,4910000000000,41563
Japan,"35.685, 139.7514",1994,male,15-24,1147,9582000,11.97,4910000000000,41563
Japan,"35.685, 139.7514",1994,female,35-54,1846,18077000,10.21,4910000000000,41563
Japan,"35.685, 139.7514",1994,female,25-34,670,8050000,8.32,4910000000000,41563
Japan,"35.685, 139.7514",1994,female,15-24,463,9111000,5.08,4910000000000,41563
Japan,"35.685, 139.7514",1994,male,15-24,55,7318000,0.75,4910000000000,41563
Japan,"35.685, 139.7514",1994,female,15-24,21,6960000,0.3,4910000000000,41563
Japan,"35.685, 139.7514",1995,male,75,1358,2553900,53.17,5450000000000,46043
Japan,"35.685, 139.7514",1995,male,55-74,4429,12402300,35.71,5450000000000,46043
Japan,"35.685, 139.7514",1995,female,75,1582,4592800,34.45,5450000000000,46043
Japan,"35.685, 139.7514",1995,male,35-54,5507,18054500,30.5,5450000000000,46043
Japan,"35.685, 139.7514",1995,male,25-34,1692,8404400,20.13,5450000000000,46043
Japan,"35.685, 139.7514",1995,female,55-74,2426,14003800,17.32,5450000000000,46043
Japan,"35.685, 139.7514",1995,male,15-24,1050,9332000,11.25,5450000000000,46043
Japan,"35.685, 139.7514",1995,female,35-54,1984,17984000,11.03,5450000000000,46043
Japan,"35.685, 139.7514",1995,female,25-34,667,8178700,8.16,5450000000000,46043
Japan,"35.685, 139.7514",1995,female,15-24,488,8925300,5.47,5450000000000,46043
Japan,"35.685, 139.7514",1995,male,15-24,43,7125500,0.6,5450000000000,46043
Japan,"35.685, 139.7514",1995,female,15-24,23,6792300,0.34,5450000000000,46043
Japan,"35.685, 139.7514",1996,male,75,1339,2633000,50.85,4830000000000,40693
Japan,"35.685, 139.7514",1996,male,55-74,4870,12820000,37.99,4830000000000,40693
Japan,"35.685, 139.7514",1996,female,75,1614,4812000,33.54,4830000000000,40693
Japan,"35.685, 139.7514",1996,male,35-54,5725,17896000,31.99,4830000000000,40693
Japan,"35.685, 139.7514",1996,male,25-34,1690,8610000,19.63,4830000000000,40693
Japan,"35.685, 139.7514",1996,female,55-74,2513,14347000,17.52,4830000000000,40693
Japan,"35.685, 139.7514",1996,male,15-24,1036,9147000,11.33,4830000000000,40693
Japan,"35.685, 139.7514",1996,female,35-54,1944,17810000,10.92,4830000000000,40693
Japan,"35.685, 139.7514",1996,female,25-34,698,8370000,8.34,4830000000000,40693
Japan,"35.685, 139.7514",1996,female,15-24,474,8725000,5.43,4830000000000,40693
Japan,"35.685, 139.7514",1996,male,15-24,41,6972000,0.59,4830000000000,40693
Japan,"35.685, 139.7514",1996,female,15-24,23,6643000,0.35,4830000000000,40693
Japan,"35.685, 139.7514",1997,male,75,1429,2717000,52.59,4410000000000,37080
Japan,"35.685, 139.7514",1997,male,55-74,5435,13212000,41.14,4410000000000,37080
Japan,"35.685, 139.7514",1997,male,35-54,5984,17698000,33.81,4410000000000,37080
Japan,"35.685, 139.7514",1997,female,75,1674,5041000,33.21,4410000000000,37080
Japan,"35.685, 139.7514",1997,male,25-34,1813,8830000,20.53,4410000000000,37080
Japan,"35.685, 139.7514",1997,female,55-74,2570,14670000,17.52,4410000000000,37080
Japan,"35.685, 139.7514",1997,female,35-54,2045,17605000,11.62,4410000000000,37080
Japan,"35.685, 139.7514",1997,male,15-24,1011,8911000,11.35,4410000000000,37080
Japan,"35.685, 139.7514",1997,female,25-34,798,8575000,9.31,4410000000000,37080
Japan,"35.685, 139.7514",1997,female,15-24,468,8489000,5.51,4410000000000,37080
Japan,"35.685, 139.7514",1997,male,15-24,34,6818000,0.5,4410000000000,37080
Japan,"35.685, 139.7514",1997,female,15-24,19,6494000,0.29,4410000000000,37080
Japan,"35.685, 139.7514",1998,male,75,1732,2823000,61.35,4030000000000,33791
Japan,"35.685, 139.7514",1998,male,55-74,7981,13546000,58.92,4030000000000,33791
Japan,"35.685, 139.7514",1998,male,35-54,8384,17557000,47.75,4030000000000,33791
Japan,"35.685, 139.7514",1998,female,75,2013,5285000,38.09,4030000000000,33791
Japan,"35.685, 139.7514",1998,male,25-34,2462,9051000,27.2,4030000000000,33791
Japan,"35.685, 139.7514",1998,female,55-74,3292,14950000,22.02,4030000000000,33791
Japan,"35.685, 139.7514",1998,male,15-24,1453,8649000,16.8,4030000000000,33791
Japan,"35.685, 139.7514",1998,female,35-54,2385,17467000,13.65,4030000000000,33791
Japan,"35.685, 139.7514",1998,female,25-34,1050,8787000,11.95,4030000000000,33791
Japan,"35.685, 139.7514",1998,female,15-24,612,8231000,7.44,4030000000000,33791
Japan,"35.685, 139.7514",1998,male,15-24,66,6655000,0.99,4030000000000,33791
Japan,"35.685, 139.7514",1998,female,15-24,28,6337000,0.44,4030000000000,33791
Japan,"35.685, 139.7514",1999,male,75,1794,2954000,60.73,4560000000000,38164
Japan,"35.685, 139.7514",1999,male,55-74,7971,13851000,57.55,4560000000000,38164
Japan,"35.685, 139.7514",1999,male,35-54,8340,17403000,47.92,4560000000000,38164
Japan,"35.685, 139.7514",1999,female,75,1881,5516000,34.1,4560000000000,38164
Japan,"35.685, 139.7514",1999,male,25-34,2595,9242000,28.08,4560000000000,38164
Japan,"35.685, 139.7514",1999,female,55-74,3146,15244000,20.64,4560000000000,38164
Japan,"35.685, 139.7514",1999,male,15-24,1385,8383000,16.52,4560000000000,38164
Japan,"35.685, 139.7514",1999,female,35-54,2313,17316000,13.36,4560000000000,38164
Japan,"35.685, 139.7514",1999,female,25-34,1036,8959000,11.56,4560000000000,38164
Japan,"35.685, 139.7514",1999,female,15-24,581,7974000,7.29,4560000000000,38164
Japan,"35.685, 139.7514",1999,male,15-24,44,6505000,0.68,4560000000000,38164
Japan,"35.685, 139.7514",1999,female,15-24,29,6193000,0.47,4560000000000,38164
Japan,"35.685, 139.7514",2000,male,55-74,7988,14034032,56.92,4890000000000,40813
Japan,"35.685, 139.7514",2000,male,75,1619,3187143,50.8,4890000000000,40813
Japan,"35.685, 139.7514",2000,male,35-54,8023,17540437,45.74,4890000000000,40813
Japan,"35.685, 139.7514",2000,female,75,1796,5792695,31,4890000000000,40813
Japan,"35.685, 139.7514",2000,male,25-34,2454,9260089,26.5,4890000000000,40813
Japan,"35.685, 139.7514",2000,female,55-74,3032,15357610,19.74,4890000000000,40813
Japan,"35.685, 139.7514",2000,male,15-24,1273,8063415,15.79,4890000000000,40813
Japan,"35.685, 139.7514",2000,female,35-54,2172,17380248,12.5,4890000000000,40813
Japan,"35.685, 139.7514",2000,female,25-34,1027,8975013,11.44,4890000000000,40813
Japan,"35.685, 139.7514",2000,female,15-24,531,7669997,6.92,4890000000000,40813
Japan,"35.685, 139.7514",2000,male,15-24,58,6401260,0.91,4890000000000,40813
Japan,"35.685, 139.7514",2000,female,15-24,16,6090721,0.26,4890000000000,40813
Japan,"35.685, 139.7514",2001,male,55-74,7690,14064000,54.68,4300000000000,35843
Japan,"35.685, 139.7514",2001,male,75,1692,3404000,49.71,4300000000000,35843
Japan,"35.685, 139.7514",2001,male,35-54,7913,17516000,45.18,4300000000000,35843
Japan,"35.685, 139.7514",2001,female,75,1689,6095000,27.71,4300000000000,35843
Japan,"35.685, 139.7514",2001,male,25-34,2388,9466000,25.23,4300000000000,35843
Japan,"35.685, 139.7514",2001,female,55-74,2870,15379000,18.66,4300000000000,35843
Japan,"35.685, 139.7514",2001,male,15-24,1146,7856000,14.59,4300000000000,35843
Japan,"35.685, 139.7514",2001,female,35-54,2148,17363000,12.37,4300000000000,35843
Japan,"35.685, 139.7514",2001,female,25-34,1013,9178000,11.04,4300000000000,35843
Japan,"35.685, 139.7514",2001,female,15-24,522,7460000,7,4300000000000,35843
Japan,"35.685, 139.7514",2001,male,15-24,39,6295000,0.62,4300000000000,35843
Japan,"35.685, 139.7514",2001,female,15-24,22,5990000,0.37,4300000000000,35843
Japan,"35.685, 139.7514",2002,male,55-74,7956,14446000,55.07,4120000000000,34239
Japan,"35.685, 139.7514",2002,male,35-54,8202,17249000,47.55,4120000000000,34239
Japan,"35.685, 139.7514",2002,male,75,1709,3621000,47.2,4120000000000,34239
Japan,"35.685, 139.7514",2002,female,75,1664,6387000,26.05,4120000000000,34239
Japan,"35.685, 139.7514",2002,male,25-34,2444,9406000,25.98,4120000000000,34239
Japan,"35.685, 139.7514",2002,female,55-74,2919,15754000,18.53,4120000000000,34239
Japan,"35.685, 139.7514",2002,male,15-24,1131,7671000,14.74,4120000000000,34239
Japan,"35.685, 139.7514",2002,female,35-54,2187,17125000,12.77,4120000000000,34239
Japan,"35.685, 139.7514",2002,female,25-34,1005,9124000,11.01,4120000000000,34239
Japan,"35.685, 139.7514",2002,female,15-24,461,7274000,6.34,4120000000000,34239
Japan,"35.685, 139.7514",2002,male,15-24,25,6215000,0.4,4120000000000,34239
Japan,"35.685, 139.7514",2002,female,15-24,12,5917000,0.2,4120000000000,34239
Japan,"35.685, 139.7514",2003,male,55-74,8409,14889000,56.48,4450000000000,36926
Japan,"35.685, 139.7514",2003,male,35-54,8948,16966000,52.74,4450000000000,36926
Japan,"35.685, 139.7514",2003,male,75,1733,3835000,45.19,4450000000000,36926
Japan,"35.685, 139.7514",2003,male,25-34,2910,9349000,31.13,4450000000000,36926
Japan,"35.685, 139.7514",2003,female,75,1643,6676000,24.61,4450000000000,36926
Japan,"35.685, 139.7514",2003,female,55-74,3100,16200000,19.14,4450000000000,36926
Japan,"35.685, 139.7514",2003,male,15-24,1158,7483000,15.48,4450000000000,36926
Japan,"35.685, 139.7514",2003,female,35-54,2227,16840000,13.22,4450000000000,36926
Japan,"35.685, 139.7514",2003,female,25-34,1132,9059000,12.5,4450000000000,36926
Japan,"35.685, 139.7514",2003,female,15-24,556,7089000,7.84,4450000000000,36926
Japan,"35.685, 139.7514",2003,female,15-24,33,5858000,0.56,4450000000000,36926
Japan,"35.685, 139.7514",2003,male,15-24,32,6151000,0.52,4450000000000,36926
Japan,"35.685, 139.7514",2004,male,55-74,7895,15316000,51.55,4820000000000,39960
Japan,"35.685, 139.7514",2004,male,35-54,8056,16685000,48.28,4820000000000,39960
Japan,"35.685, 139.7514",2004,male,75,1876,4056000,46.25,4820000000000,39960
Japan,"35.685, 139.7514",2004,male,25-34,2677,9241000,28.97,4820000000000,39960
Japan,"35.685, 139.7514",2004,female,75,1595,6977000,22.86,4820000000000,39960
Japan,"35.685, 139.7514",2004,female,55-74,2941,16631000,17.68,4820000000000,39960
Japan,"35.685, 139.7514",2004,male,15-24,1233,7289000,16.92,4820000000000,39960
Japan,"35.685, 139.7514",2004,female,35-54,2045,16564000,12.35,4820000000000,39960
Japan,"35.685, 139.7514",2004,female,25-34,1088,8932000,12.18,4820000000000,39960
Japan,"35.685, 139.7514",2004,female,15-24,579,6905000,8.39,4820000000000,39960
Japan,"35.685, 139.7514",2004,male,15-24,27,6097000,0.44,4820000000000,39960
Japan,"35.685, 139.7514",2004,female,15-24,22,5807000,0.38,4820000000000,39960
Japan,"35.685, 139.7514",2005,male,55-74,8005,15797130,50.67,4760000000000,39412
Japan,"35.685, 139.7514",2005,male,35-54,8073,16566953,48.73,4760000000000,39412
Japan,"35.685, 139.7514",2005,male,75,1858,4288706,43.32,4760000000000,39412
Japan,"35.685, 139.7514",2005,male,25-34,2862,8984855,31.85,4760000000000,39412
Japan,"35.685, 139.7514",2005,female,75,1600,7307828,21.89,4760000000000,39412
Japan,"35.685, 139.7514",2005,male,15-24,1243,7043709,17.65,4760000000000,39412
Japan,"35.685, 139.7514",2005,female,55-74,2786,17011318,16.38,4760000000000,39412
Japan,"35.685, 139.7514",2005,female,25-34,1140,8705334,13.1,4760000000000,39412
Japan,"35.685, 139.7514",2005,female,35-54,2114,16388567,12.9,4760000000000,39412
Japan,"35.685, 139.7514",2005,female,15-24,643,6672938,9.64,4760000000000,39412
Japan,"35.685, 139.7514",2005,male,15-24,29,6095375,0.48,4760000000000,39412
Japan,"35.685, 139.7514",2005,female,15-24,16,5794794,0.28,4760000000000,39412
Japan,"35.685, 139.7514",2006,male,55-74,7921,16002000,49.5,4530000000000,37534
Japan,"35.685, 139.7514",2006,male,35-54,7436,16519000,45.01,4530000000000,37534
Japan,"35.685, 139.7514",2006,male,75,1945,4512000,43.11,4530000000000,37534
Japan,"35.685, 139.7514",2006,male,25-34,2667,8758000,30.45,4530000000000,37534
Japan,"35.685, 139.7514",2006,female,75,1639,7608000,21.54,4530000000000,37534
Japan,"35.685, 139.7514",2006,male,15-24,1257,6916000,18.18,4530000000000,37534
Japan,"35.685, 139.7514",2006,female,55-74,2866,17213000,16.65,4530000000000,37534
Japan,"35.685, 139.7514",2006,female,35-54,2193,16320000,13.44,4530000000000,37534
Japan,"35.685, 139.7514",2006,female,25-34,1133,8473000,13.37,4530000000000,37534
Japan,"35.685, 139.7514",2006,female,15-24,635,6548000,9.7,4530000000000,37534
Japan,"35.685, 139.7514",2006,male,15-24,57,6066000,0.94,4530000000000,37534
Japan,"35.685, 139.7514",2006,female,15-24,20,5767000,0.35,4530000000000,37534
Japan,"35.685, 139.7514",2007,male,55-74,8184,16130000,50.74,4520000000000,37408
Japan,"35.685, 139.7514",2007,male,75,2205,4744000,46.48,4520000000000,37408
Japan,"35.685, 139.7514",2007,male,35-54,7599,16557000,45.9,4520000000000,37408
Japan,"35.685, 139.7514",2007,male,25-34,2596,8501000,30.54,4520000000000,37408
Japan,"35.685, 139.7514",2007,female,75,1691,7913000,21.37,4520000000000,37408
Japan,"35.685, 139.7514",2007,male,15-24,1252,6795000,18.43,4520000000000,37408
Japan,"35.685, 139.7514",2007,female,55-74,3108,17338000,17.93,4520000000000,37408
Japan,"35.685, 139.7514",2007,female,35-54,2303,16325000,14.11,4520000000000,37408
Japan,"35.685, 139.7514",2007,female,25-34,1084,8212000,13.2,4520000000000,37408
Japan,"35.685, 139.7514",2007,female,15-24,596,6430000,9.27,4520000000000,37408
Japan,"35.685, 139.7514",2007,male,15-24,31,6027000,0.51,4520000000000,37408
Japan,"35.685, 139.7514",2007,female,15-24,16,5732000,0.28,4520000000000,37408
Japan,"35.685, 139.7514",2008,male,55-74,7894,16197000,48.74,5040000000000,41773
Japan,"35.685, 139.7514",2008,male,35-54,7344,16657000,44.09,5040000000000,41773
Japan,"35.685, 139.7514",2008,male,75,2132,4965000,42.94,5040000000000,41773
Japan,"35.685, 139.7514",2008,male,25-34,2651,8234000,32.2,5040000000000,41773
Japan,"35.685, 139.7514",2008,female,75,1673,8207000,20.39,5040000000000,41773
Japan,"35.685, 139.7514",2008,male,15-24,1343,6650000,20.2,5040000000000,41773
Japan,"35.685, 139.7514",2008,female,55-74,2885,17395000,16.59,5040000000000,41773
Japan,"35.685, 139.7514",2008,female,25-34,1203,7933000,15.16,5040000000000,41773
Japan,"35.685, 139.7514",2008,female,35-54,2237,16400000,13.64,5040000000000,41773
Japan,"35.685, 139.7514",2008,female,15-24,652,6293000,10.36,5040000000000,41773
Japan,"35.685, 139.7514",2008,male,15-24,41,5982000,0.69,5040000000000,41773
Japan,"35.685, 139.7514",2008,female,15-24,18,5689000,0.32,5040000000000,41773
Japan,"35.685, 139.7514",2009,male,55-74,7983,16224000,49.2,5230000000000,43415
Japan,"35.685, 139.7514",2009,male,35-54,7799,16796000,46.43,5230000000000,43415
Japan,"35.685, 139.7514",2009,male,75,2216,5174000,42.83,5230000000000,43415
Japan,"35.685, 139.7514",2009,male,25-34,2657,7987000,33.27,5230000000000,43415
Japan,"35.685, 139.7514",2009,male,15-24,1326,6514000,20.36,5230000000000,43415
Japan,"35.685, 139.7514",2009,female,75,1649,8488000,19.43,5230000000000,43415
Japan,"35.685, 139.7514",2009,female,55-74,2820,17413000,16.19,5230000000000,43415
Japan,"35.685, 139.7514",2009,female,25-34,1085,7679000,14.13,5230000000000,43415
Japan,"35.685, 139.7514",2009,female,35-54,2328,16517000,14.09,5230000000000,43415
Japan,"35.685, 139.7514",2009,female,15-24,605,6163000,9.82,5230000000000,43415
Japan,"35.685, 139.7514",2009,male,15-24,34,5914000,0.57,5230000000000,43415
Japan,"35.685, 139.7514",2009,female,15-24,21,5627000,0.37,5230000000000,43415
Japan,"35.685, 139.7514",2010,male,55-74,7466,16402437,45.52,5700000000000,47059
Japan,"35.685, 139.7514",2010,male,35-54,7351,17131261,42.91,5700000000000,47059
Japan,"35.685, 139.7514",2010,male,75,2188,5345432,40.93,5700000000000,47059
Japan,"35.685, 139.7514",2010,male,25-34,2543,7822984,32.51,5700000000000,47059
Japan,"35.685, 139.7514",2010,male,15-24,1315,6324856,20.79,5700000000000,47059
Japan,"35.685, 139.7514",2010,female,75,1686,8804107,19.15,5700000000000,47059
Japan,"35.685, 139.7514",2010,female,55-74,2879,17525806,16.43,5700000000000,47059
Japan,"35.685, 139.7514",2010,female,35-54,2404,16781836,14.33,5700000000000,47059
Japan,"35.685, 139.7514",2010,female,25-34,1008,7545642,13.36,5700000000000,47059
Japan,"35.685, 139.7514",2010,female,15-24,508,6008624,8.45,5700000000000,47059
Japan,"35.685, 139.7514",2010,male,15-24,42,5855595,0.72,5700000000000,47059
Japan,"35.685, 139.7514",2010,female,15-24,21,5578687,0.38,5700000000000,47059
Japan,"35.685, 139.7514",2011,male,55-74,6858,16343000,41.96,6160000000000,50919
Japan,"35.685, 139.7514",2011,male,35-54,6975,17224000,40.5,6160000000000,50919
Japan,"35.685, 139.7514",2011,male,75,2188,5570000,39.28,6160000000000,50919
Japan,"35.685, 139.7514",2011,male,25-34,2404,7588000,31.68,6160000000000,50919
Japan,"35.685, 139.7514",2011,male,15-24,1304,6246000,20.88,6160000000000,50919
Japan,"35.685, 139.7514",2011,female,75,1754,9092000,19.29,6160000000000,50919
Japan,"35.685, 139.7514",2011,female,55-74,2883,17447000,16.52,6160000000000,50919
Japan,"35.685, 139.7514",2011,female,35-54,2598,16861000,15.41,6160000000000,50919
Japan,"35.685, 139.7514",2011,female,25-34,1112,7314000,15.2,6160000000000,50919
