country,Location_Coordinates,year,sex,age,suicides_no,population,suicides_pop,gdp_for_year,gdp_per_capita
Guyana,"6.8020000000000005, -58.167",2009,male,15-24,1,88273,1.13,2061323854,3076
Guyana,"6.8020000000000005, -58.167",2010,male,75,5,4885,102.35,2273225042,3384
Guyana,"6.8020000000000005, -58.167",2010,male,35-54,80,89147,89.74,2273225042,3384
Guyana,"6.8020000000000005, -58.167",2010,male,25-34,30,53501,56.07,2273225042,3384
Guyana,"6.8020000000000005, -58.167",2010,male,15-24,27,68249,39.56,2273225042,3384
Guyana,"6.8020000000000005, -58.167",2010,male,55-74,12,32734,36.66,2273225042,3384
Guyana,"6.8020000000000005, -58.167",2010,female,15-24,21,68563,30.63,2273225042,3384
Guyana,"6.8020000000000005, -58.167",2010,female,25-34,11,56716,19.39,2273225042,3384
Guyana,"6.8020000000000005, -58.167",2010,female,55-74,4,36294,11.02,2273225042,3384
Guyana,"6.8020000000000005, -58.167",2010,female,35-54,8,86183,9.28,2273225042,3384
Guyana,"6.8020000000000005, -58.167",2010,female,15-24,5,82511,6.06,2273225042,3384
Guyana,"6.8020000000000005, -58.167",2010,male,15-24,2,86692,2.31,2273225042,3384
Guyana,"6.8020000000000005, -58.167",2010,female,75,0,6350,0,2273225042,3384
Guyana,"6.8020000000000005, -58.167",2011,male,35-54,64,90085,71.04,2576024116,3815
Guyana,"6.8020000000000005, -58.167",2011,male,25-34,34,52146,65.2,2576024116,3815
Guyana,"6.8020000000000005, -58.167",2011,male,55-74,19,33737,56.32,2576024116,3815
Guyana,"6.8020000000000005, -58.167",2011,male,15-24,31,71216,43.53,2576024116,3815
Guyana,"6.8020000000000005, -58.167",2011,male,75,2,5121,39.05,2576024116,3815
Guyana,"6.8020000000000005, -58.167",2011,female,35-54,14,87351,16.03,2576024116,3815
Guyana,"6.8020000000000005, -58.167",2011,female,75,1,6656,15.02,2576024116,3815
Guyana,"6.8020000000000005, -58.167",2011,female,15-24,10,70472,14.19,2576024116,3815
Guyana,"6.8020000000000005, -58.167",2011,female,25-34,7,55527,12.61,2576024116,3815
Guyana,"6.8020000000000005, -58.167",2011,female,55-74,3,37229,8.06,2576024116,3815
Guyana,"6.8020000000000005, -58.167",2011,female,15-24,4,80748,4.95,2576024116,3815
Guyana,"6.8020000000000005, -58.167",2011,male,15-24,3,84995,3.53,2576024116,3815
Guyana,"6.8020000000000005, -58.167",2012,male,35-54,71,90968,78.05,2861562266,4212
Guyana,"6.8020000000000005, -58.167",2012,male,55-74,21,34933,60.12,2861562266,4212
Guyana,"6.8020000000000005, -58.167",2012,male,75,3,5373,55.83,2861562266,4212
Guyana,"6.8020000000000005, -58.167",2012,male,25-34,27,50601,53.36,2861562266,4212
Guyana,"6.8020000000000005, -58.167",2012,male,15-24,30,74548,40.24,2861562266,4212
Guyana,"6.8020000000000005, -58.167",2012,female,25-34,11,53923,20.4,2861562266,4212
Guyana,"6.8020000000000005, -58.167",2012,female,35-54,18,88544,20.33,2861562266,4212
Guyana,"6.8020000000000005, -58.167",2012,female,15-24,14,72713,19.25,2861562266,4212
Guyana,"6.8020000000000005, -58.167",2012,female,55-74,5,38249,13.07,2861562266,4212
Guyana,"6.8020000000000005, -58.167",2012,male,15-24,4,83404,4.8,2861562266,4212
Guyana,"6.8020000000000005, -58.167",2012,female,15-24,2,79129,2.53,2861562266,4212
Guyana,"6.8020000000000005, -58.167",2012,female,75,0,6971,0,2861562266,4212
Guyana,"6.8020000000000005, -58.167",2013,male,25-34,35,49177,71.17,2990006534,4372
Guyana,"6.8020000000000005, -58.167",2013,male,35-54,65,91779,70.82,2990006534,4372
Guyana,"6.8020000000000005, -58.167",2013,male,55-74,23,36325,63.32,2990006534,4372
Guyana,"6.8020000000000005, -58.167",2013,male,15-24,34,77905,43.64,2990006534,4372
Guyana,"6.8020000000000005, -58.167",2013,female,15-24,29,75001,38.67,2990006534,4372
Guyana,"6.8020000000000005, -58.167",2013,male,75,2,5578,35.86,2990006534,4372
Guyana,"6.8020000000000005, -58.167",2013,female,35-54,13,89706,14.49,2990006534,4372
Guyana,"6.8020000000000005, -58.167",2013,female,55-74,4,39408,10.15,2990006534,4372
Guyana,"6.8020000000000005, -58.167",2013,female,25-34,3,52213,5.75,2990006534,4372
Guyana,"6.8020000000000005, -58.167",2013,female,15-24,1,77645,1.29,2990006534,4372
Guyana,"6.8020000000000005, -58.167",2013,male,15-24,1,81898,1.22,2990006534,4372
Guyana,"6.8020000000000005, -58.167",2013,female,75,0,7232,0,2990006534,4372
Suriname,"5.835, -55.167",1985,male,35-54,20,20500,97.56,873250000,2706
Suriname,"5.835, -55.167",1985,male,75,2,2200,90.91,873250000,2706
Suriname,"5.835, -55.167",1985,male,25-34,11,16100,68.32,873250000,2706
Suriname,"5.835, -55.167",1985,male,55-74,6,11700,51.28,873250000,2706
Suriname,"5.835, -55.167",1985,female,75,2,4200,47.62,873250000,2706
Suriname,"5.835, -55.167",1985,female,55-74,5,15000,33.33,873250000,2706
Suriname,"5.835, -55.167",1985,male,15-24,17,53700,31.66,873250000,2706
Suriname,"5.835, -55.167",1985,female,35-54,7,22600,30.97,873250000,2706
Suriname,"5.835, -55.167",1985,female,15-24,7,51400,13.62,873250000,2706
Suriname,"5.835, -55.167",1985,male,15-24,2,54600,3.66,873250000,2706
Suriname,"5.835, -55.167",1985,female,15-24,1,52400,1.91,873250000,2706
Suriname,"5.835, -55.167",1985,female,25-34,0,18300,0,873250000,2706
Suriname,"5.835, -55.167",1986,male,75,2,2867,69.76,891000000,2731
Suriname,"5.835, -55.167",1986,male,15-24,13,43404,29.95,891000000,2731
Suriname,"5.835, -55.167",1986,female,75,1,3737,26.76,891000000,2731
Suriname,"5.835, -55.167",1986,male,35-54,7,32808,21.34,891000000,2731
Suriname,"5.835, -55.167",1986,male,25-34,6,29250,20.51,891000000,2731
Suriname,"5.835, -55.167",1986,female,15-24,6,40116,14.96,891000000,2731
Suriname,"5.835, -55.167",1986,male,55-74,2,15344,13.03,891000000,2731
Suriname,"5.835, -55.167",1986,female,25-34,2,28111,7.11,891000000,2731
Suriname,"5.835, -55.167",1986,female,35-54,2,33022,6.06,891000000,2731
Suriname,"5.835, -55.167",1986,female,15-24,1,39865,2.51,891000000,2731
Suriname,"5.835, -55.167",1986,female,55-74,0,15921,0,891000000,2731
Suriname,"5.835, -55.167",1986,male,15-24,0,41849,0,891000000,2731
Suriname,"5.835, -55.167",1987,male,75,2,2919,68.52,979850000,2951
Suriname,"5.835, -55.167",1987,male,25-34,13,30977,41.97,979850000,2951
Suriname,"5.835, -55.167",1987,male,35-54,12,33400,35.93,979850000,2951
Suriname,"5.835, -55.167",1987,male,55-74,5,15788,31.67,979850000,2951
Suriname,"5.835, -55.167",1987,female,75,1,3776,26.48,979850000,2951
Suriname,"5.835, -55.167",1987,female,15-24,8,40204,19.9,979850000,2951
Suriname,"5.835, -55.167",1987,male,15-24,8,43517,18.38,979850000,2951
Suriname,"5.835, -55.167",1987,female,25-34,1,29656,3.37,979850000,2951
Suriname,"5.835, -55.167",1987,female,35-54,1,33647,2.97,979850000,2951
Suriname,"5.835, -55.167",1987,female,15-24,1,39799,2.51,979850000,2951
Suriname,"5.835, -55.167",1987,female,55-74,0,16552,0,979850000,2951
Suriname,"5.835, -55.167",1987,male,15-24,0,41778,0,979850000,2951
Suriname,"5.835, -55.167",1988,male,25-34,12,32853,36.53,1160900000,3418
Suriname,"5.835, -55.167",1988,male,75,1,2960,33.78,1160900000,3418
Suriname,"5.835, -55.167",1988,female,75,1,3816,26.21,1160900000,3418
Suriname,"5.835, -55.167",1988,female,15-24,10,40327,24.8,1160900000,3418
Suriname,"5.835, -55.167",1988,female,55-74,4,17297,23.13,1160900000,3418
Suriname,"5.835, -55.167",1988,male,15-24,9,43613,20.64,1160900000,3418
Suriname,"5.835, -55.167",1988,male,35-54,7,34213,20.46,1160900000,3418
Suriname,"5.835, -55.167",1988,male,55-74,3,16330,18.37,1160900000,3418
Suriname,"5.835, -55.167",1988,female,35-54,2,34480,5.8,1160900000,3418
Suriname,"5.835, -55.167",1988,female,25-34,0,31329,0,1160900000,3418
Suriname,"5.835, -55.167",1988,female,15-24,0,40174,0,1160900000,3418
Suriname,"5.835, -55.167",1988,male,15-24,0,42219,0,1160900000,3418
Suriname,"5.835, -55.167",1989,male,35-54,17,35135,48.38,542520000,1560
Suriname,"5.835, -55.167",1989,male,75,1,2964,33.74,542520000,1560
Suriname,"5.835, -55.167",1989,male,25-34,11,34649,31.75,542520000,1560
Suriname,"5.835, -55.167",1989,female,75,1,3844,26.01,542520000,1560
Suriname,"5.835, -55.167",1989,male,15-24,11,43552,25.26,542520000,1560
Suriname,"5.835, -55.167",1989,female,55-74,4,18079,22.13,542520000,1560
Suriname,"5.835, -55.167",1989,female,35-54,3,35415,8.47,542520000,1560
Suriname,"5.835, -55.167",1989,female,15-24,3,40352,7.43,542520000,1560
Suriname,"5.835, -55.167",1989,male,55-74,1,16912,5.91,542520000,1560
Suriname,"5.835, -55.167",1989,female,25-34,1,32892,3.04,542520000,1560
Suriname,"5.835, -55.167",1989,female,15-24,0,40886,0,542520000,1560
Suriname,"5.835, -55.167",1989,male,15-24,0,43043,0,542520000,1560
Suriname,"5.835, -55.167",1990,male,75,3,2000,150,388300000,1114
Suriname,"5.835, -55.167",1990,male,25-34,8,34000,23.53,388300000,1114
Suriname,"5.835, -55.167",1990,male,15-24,7,47000,14.89,388300000,1114
Suriname,"5.835, -55.167",1990,male,35-54,2,28000,7.14,388300000,1114
Suriname,"5.835, -55.167",1990,male,55-74,1,16000,6.25,388300000,1114
Suriname,"5.835, -55.167",1990,female,25-34,2,35000,5.71,388300000,1114
Suriname,"5.835, -55.167",1990,female,15-24,2,46000,4.35,388300000,1114
Suriname,"5.835, -55.167",1990,male,15-24,1,45000,2.22,388300000,1114
Suriname,"5.835, -55.167",1990,female,35-54,0,32000,0,388300000,1114
Suriname,"5.835, -55.167",1990,female,15-24,0,43500,0,388300000,1114
Suriname,"5.835, -55.167",1990,female,55-74,0,17000,0,388300000,1114
Suriname,"5.835, -55.167",1990,female,75,0,3200,0,388300000,1114
Suriname,"5.835, -55.167",1991,male,25-34,15,37620,39.87,448300000,1235
Suriname,"5.835, -55.167",1991,male,35-54,13,37217,34.93,448300000,1235
Suriname,"5.835, -55.167",1991,male,75,1,2979,33.57,448300000,1235
Suriname,"5.835, -55.167",1991,female,75,1,3932,25.43,448300000,1235
Suriname,"5.835, -55.167",1991,female,15-24,9,40020,22.49,448300000,1235
Suriname,"5.835, -55.167",1991,female,55-74,4,19527,20.48,448300000,1235
Suriname,"5.835, -55.167",1991,female,25-34,5,35339,14.15,448300000,1235
Suriname,"5.835, -55.167",1991,male,15-24,5,42924,11.65,448300000,1235
Suriname,"5.835, -55.167",1991,male,55-74,1,18019,5.55,448300000,1235
Suriname,"5.835, -55.167",1991,female,15-24,2,42788,4.67,448300000,1235
Suriname,"5.835, -55.167",1991,female,35-54,1,37467,2.67,448300000,1235
Suriname,"5.835, -55.167",1991,male,15-24,0,45247,0,448300000,1235
Suriname,"5.835, -55.167",1992,male,25-34,11,38778,28.37,404600000,1093
Suriname,"5.835, -55.167",1992,male,55-74,5,18529,26.98,404600000,1093
Suriname,"5.835, -55.167",1992,male,35-54,10,38358,26.07,404600000,1093
Suriname,"5.835, -55.167",1992,male,15-24,9,42389,21.23,404600000,1093
Suriname,"5.835, -55.167",1992,female,15-24,6,39704,15.11,404600000,1093
Suriname,"5.835, -55.167",1992,female,25-34,2,36206,5.52,404600000,1093
Suriname,"5.835, -55.167",1992,female,35-54,2,38576,5.18,404600000,1093
Suriname,"5.835, -55.167",1992,female,55-74,1,20189,4.95,404600000,1093
Suriname,"5.835, -55.167",1992,female,15-24,2,43929,4.55,404600000,1093
Suriname,"5.835, -55.167",1992,female,75,0,3987,0,404600000,1093
Suriname,"5.835, -55.167",1992,male,15-24,0,46555,0,404600000,1093
Suriname,"5.835, -55.167",1992,male,75,0,2994,0,404600000,1093
Suriname,"5.835, -55.167",1995,male,25-34,14,40792,34.32,693970588,1782
Suriname,"5.835, -55.167",1995,male,75,1,2953,33.86,693970588,1782
Suriname,"5.835, -55.167",1995,male,15-24,12,40901,29.34,693970588,1782
Suriname,"5.835, -55.167",1995,male,35-54,10,42573,23.49,693970588,1782
Suriname,"5.835, -55.167",1995,male,55-74,4,19931,20.07,693970588,1782
Suriname,"5.835, -55.167",1995,female,55-74,3,22077,13.59,693970588,1782
Suriname,"5.835, -55.167",1995,female,15-24,5,38880,12.86,693970588,1782
Suriname,"5.835, -55.167",1995,female,25-34,4,37603,10.64,693970588,1782
Suriname,"5.835, -55.167",1995,female,35-54,1,42582,2.35,693970588,1782
Suriname,"5.835, -55.167",1995,male,15-24,1,49923,2,693970588,1782
Suriname,"5.835, -55.167",1995,female,15-24,0,47069,0,693970588,1782
Suriname,"5.835, -55.167",1995,female,75,0,4130,0,693970588,1782
Suriname,"5.835, -55.167",1996,male,75,1,3080,32.47,860630923,2174
Suriname,"5.835, -55.167",1996,male,25-34,6,41058,14.61,860630923,2174
Suriname,"5.835, -55.167",1996,male,35-54,6,44241,13.56,860630923,2174
Suriname,"5.835, -55.167",1996,male,15-24,3,40974,7.32,860630923,2174
Suriname,"5.835, -55.167",1996,male,55-74,1,20314,4.92,860630923,2174
Suriname,"5.835, -55.167",1996,female,55-74,1,22310,4.48,860630923,2174
Suriname,"5.835, -55.167",1996,female,15-24,1,39181,2.55,860630923,2174
Suriname,"5.835, -55.167",1996,female,35-54,1,44201,2.26,860630923,2174
Suriname,"5.835, -55.167",1996,female,15-24,1,47703,2.1,860630923,2174
Suriname,"5.835, -55.167",1996,female,25-34,0,38017,0,860630923,2174
Suriname,"5.835, -55.167",1996,female,75,0,4289,0,860630923,2174
Suriname,"5.835, -55.167",1996,male,15-24,0,50437,0,860630923,2174
Suriname,"5.835, -55.167",1997,male,75,1,3211,31.14,929607500,2314
Suriname,"5.835, -55.167",1997,male,55-74,4,20606,19.41,929607500,2314
Suriname,"5.835, -55.167",1997,male,15-24,5,41081,12.17,929607500,2314
Suriname,"5.835, -55.167",1997,male,25-34,5,41122,12.16,929607500,2314
Suriname,"5.835, -55.167",1997,male,35-54,5,46141,10.84,929607500,2314
Suriname,"5.835, -55.167",1997,female,25-34,3,38337,7.83,929607500,2314
Suriname,"5.835, -55.167",1997,female,35-54,3,46033,6.52,929607500,2314
Suriname,"5.835, -55.167",1997,female,15-24,2,39505,5.06,929607500,2314
Suriname,"5.835, -55.167",1997,female,55-74,1,22554,4.43,929607500,2314
Suriname,"5.835, -55.167",1997,female,15-24,2,48099,4.16,929607500,2314
Suriname,"5.835, -55.167",1997,male,15-24,1,50699,1.97,929607500,2314
Suriname,"5.835, -55.167",1997,female,75,0,4426,0,929607500,2314
Suriname,"5.835, -55.167",1998,male,75,1,3340,29.94,945000000,2318
Suriname,"5.835, -55.167",1998,male,25-34,7,41049,17.05,945000000,2318
Suriname,"5.835, -55.167",1998,male,35-54,8,48239,16.58,945000000,2318
Suriname,"5.835, -55.167",1998,male,55-74,3,20823,14.41,945000000,2318
Suriname,"5.835, -55.167",1998,female,25-34,4,38571,10.37,945000000,2318
Suriname,"5.835, -55.167",1998,female,35-54,3,48040,6.24,945000000,2318
Suriname,"5.835, -55.167",1998,male,15-24,2,41216,4.85,945000000,2318
Suriname,"5.835, -55.167",1998,female,15-24,1,39847,2.51,945000000,2318
Suriname,"5.835, -55.167",1998,female,15-24,0,48317,0,945000000,2318
Suriname,"5.835, -55.167",1998,female,55-74,0,22817,0,945000000,2318
Suriname,"5.835, -55.167",1998,female,75,0,4529,0,945000000,2318
Suriname,"5.835, -55.167",1998,male,15-24,0,50818,0,945000000,2318
Suriname,"5.835, -55.167",1999,male,75,3,3466,86.56,885444186,2142
Suriname,"5.835, -55.167",1999,male,55-74,9,21006,42.84,885444186,2142
Suriname,"5.835, -55.167",1999,male,25-34,9,40913,22,885444186,2142
Suriname,"5.835, -55.167",1999,female,15-24,8,40243,19.88,885444186,2142
Suriname,"5.835, -55.167",1999,male,35-54,8,50399,15.87,885444186,2142
Suriname,"5.835, -55.167",1999,male,15-24,5,41424,12.07,885444186,2142
Suriname,"5.835, -55.167",1999,female,35-54,4,50067,7.99,885444186,2142
Suriname,"5.835, -55.167",1999,female,25-34,2,38746,5.16,885444186,2142
Suriname,"5.835, -55.167",1999,female,55-74,1,23115,4.33,885444186,2142
Suriname,"5.835, -55.167",1999,female,15-24,0,48443,0,885444186,2142
Suriname,"5.835, -55.167",1999,female,75,0,4596,0,885444186,2142
Suriname,"5.835, -55.167",1999,male,15-24,0,50885,0,885444186,2142
Suriname,"5.835, -55.167",2000,male,35-54,15,52484,28.58,892164394,2129
Suriname,"5.835, -55.167",2000,male,25-34,11,40787,26.97,892164394,2129
Suriname,"5.835, -55.167",2000,male,15-24,9,41743,21.56,892164394,2129
Suriname,"5.835, -55.167",2000,female,25-34,6,38906,15.42,892164394,2129
Suriname,"5.835, -55.167",2000,female,55-74,3,23464,12.79,892164394,2129
Suriname,"5.835, -55.167",2000,male,55-74,2,21208,9.43,892164394,2129
Suriname,"5.835, -55.167",2000,female,15-24,3,40714,7.37,892164394,2129
Suriname,"5.835, -55.167",2000,female,35-54,2,51969,3.85,892164394,2129
Suriname,"5.835, -55.167",2000,male,15-24,1,50922,1.96,892164394,2129
Suriname,"5.835, -55.167",2000,female,15-24,0,48558,0,892164394,2129
Suriname,"5.835, -55.167",2000,female,75,0,4642,0,892164394,2129
Suriname,"5.835, -55.167",2000,male,75,0,3604,0,892164394,2129
Suriname,"5.835, -55.167",2001,male,25-34,21,40500,51.85,763465550,1798
Suriname,"5.835, -55.167",2001,male,55-74,10,21351,46.84,763465550,1798
Suriname,"5.835, -55.167",2001,male,35-54,16,54230,29.5,763465550,1798
Suriname,"5.835, -55.167",2001,male,75,1,3809,26.25,763465550,1798
Suriname,"5.835, -55.167",2001,female,55-74,5,23944,20.88,763465550,1798
Suriname,"5.835, -55.167",2001,male,15-24,6,42153,14.23,763465550,1798
Suriname,"5.835, -55.167",2001,female,25-34,5,38844,12.87,763465550,1798
Suriname,"5.835, -55.167",2001,female,35-54,5,53591,9.33,763465550,1798
Suriname,"5.835, -55.167",2001,male,15-24,2,51208,3.91,763465550,1798
Suriname,"5.835, -55.167",2001,female,15-24,1,41145,2.43,763465550,1798
Suriname,"5.835, -55.167",2001,female,15-24,0,48886,0,763465550,1798
Suriname,"5.835, -55.167",2001,female,75,0,4854,0,763465550,1798
Suriname,"5.835, -55.167",2002,male,25-34,15,40239,37.28,1078402128,2507
Suriname,"5.835, -55.167",2002,male,55-74,6,21592,27.79,1078402128,2507
Suriname,"5.835, -55.167",2002,male,35-54,15,55834,26.87,1078402128,2507
Suriname,"5.835, -55.167",2002,male,75,1,3996,25.03,1078402128,2507
Suriname,"5.835, -55.167",2002,male,15-24,10,42809,23.36,1078402128,2507
Suriname,"5.835, -55.167",2002,female,75,1,5067,19.74,1078402128,2507
Suriname,"5.835, -55.167",2002,female,55-74,4,24443,16.36,1078402128,2507
Suriname,"5.835, -55.167",2002,female,25-34,5,38769,12.9,1078402128,2507
Suriname,"5.835, -55.167",2002,female,15-24,4,41713,9.59,1078402128,2507
Suriname,"5.835, -55.167",2002,female,35-54,4,54990,7.27,1078402128,2507
Suriname,"5.835, -55.167",2002,female,15-24,3,49195,6.1,1078402128,2507
Suriname,"5.835, -55.167",2002,male,15-24,1,51529,1.94,1078402128,2507
Suriname,"5.835, -55.167",2003,male,55-74,12,21925,54.73,1271196078,2916
Suriname,"5.835, -55.167",2003,male,25-34,20,39999,50,1271196078,2916
Suriname,"5.835, -55.167",2003,male,75,2,4153,48.16,1271196078,2916
Suriname,"5.835, -55.167",2003,male,35-54,15,57340,26.16,1271196078,2916
Suriname,"5.835, -55.167",2003,male,15-24,7,43597,16.06,1271196078,2916
Suriname,"5.835, -55.167",2003,female,25-34,6,38701,15.5,1271196078,2916
Suriname,"5.835, -55.167",2003,female,35-54,7,56259,12.44,1271196078,2916
Suriname,"5.835, -55.167",2003,female,55-74,3,24989,12.01,1271196078,2916
Suriname,"5.835, -55.167",2003,female,15-24,3,42340,7.09,1271196078,2916
Suriname,"5.835, -55.167",2003,male,15-24,2,51886,3.85,1271196078,2916
Suriname,"5.835, -55.167",2003,female,15-24,0,49482,0,1271196078,2916
Suriname,"5.835, -55.167",2003,female,75,0,5275,0,1271196078,2916
Suriname,"5.835, -55.167",2004,male,55-74,10,22321,44.8,1484092538,3360
Suriname,"5.835, -55.167",2004,male,35-54,23,58839,39.09,1484092538,3360
Suriname,"5.835, -55.167",2004,male,75,1,4276,23.39,1484092538,3360
Suriname,"5.835, -55.167",2004,male,25-34,8,39773,20.11,1484092538,3360
Suriname,"5.835, -55.167",2004,female,75,1,5466,18.29,1484092538,3360
Suriname,"5.835, -55.167",2004,female,15-24,6,42934,13.97,1484092538,3360
Suriname,"5.835, -55.167",2004,male,15-24,6,44369,13.52,1484092538,3360
Suriname,"5.835, -55.167",2004,female,55-74,3,25602,11.72,1484092538,3360
Suriname,"5.835, -55.167",2004,female,35-54,5,57544,8.69,1484092538,3360
Suriname,"5.835, -55.167",2004,female,15-24,2,49715,4.02,1484092538,3360
Suriname,"5.835, -55.167",2004,female,25-34,1,38640,2.59,1484092538,3360
Suriname,"5.835, -55.167",2004,male,15-24,1,52238,1.91,1484092538,3360
Suriname,"5.835, -55.167",2005,male,25-34,18,39566,45.49,1793754805,4009
Suriname,"5.835, -55.167",2005,male,55-74,8,22765,35.14,1793754805,4009
Suriname,"5.835, -55.167",2005,male,35-54,19,60391,31.46,1793754805,4009
Suriname,"5.835, -55.167",2005,male,15-24,12,45060,26.63,1793754805,4009
Suriname,"5.835, -55.167",2005,male,75,1,4357,22.95,1793754805,4009
Suriname,"5.835, -55.167",2005,female,75,1,5644,17.72,1793754805,4009
Suriname,"5.835, -55.167",2005,female,25-34,4,38594,10.36,1793754805,4009
Suriname,"5.835, -55.167",2005,female,55-74,2,26296,7.61,1793754805,4009
Suriname,"5.835, -55.167",2005,female,15-24,2,43456,4.6,1793754805,4009
Suriname,"5.835, -55.167",2005,male,15-24,2,52526,3.81,1793754805,4009
Suriname,"5.835, -55.167",2005,female,35-54,2,58932,3.39,1793754805,4009
Suriname,"5.835, -55.167",2005,female,15-24,1,49858,2.01,1793754805,4009
Suriname,"5.835, -55.167",2006,male,35-54,37,62088,59.59,2626380435,5794
Suriname,"5.835, -55.167",2006,male,75,2,4557,43.89,2626380435,5794
Suriname,"5.835, -55.167",2006,male,55-74,10,23150,43.2,2626380435,5794
Suriname,"5.835, -55.167",2006,male,15-24,19,45741,41.54,2626380435,5794
Suriname,"5.835, -55.167",2006,male,25-34,16,39396,40.61,2626380435,5794
Suriname,"5.835, -55.167",2006,female,15-24,11,43971,25.02,2626380435,5794
Suriname,"5.835, -55.167",2006,female,55-74,5,26903,18.59,2626380435,5794
Suriname,"5.835, -55.167",2006,female,25-34,6,38578,15.55,2626380435,5794
Suriname,"5.835, -55.167",2006,female,35-54,5,60541,8.26,2626380435,5794
Suriname,"5.835, -55.167",2006,female,15-24,1,49822,2.01,2626380435,5794
Suriname,"5.835, -55.167",2006,female,75,0,5886,0,2626380435,5794
Suriname,"5.835, -55.167",2006,male,15-24,0,52660,0,2626380435,5794
Suriname,"5.835, -55.167",2007,male,75,3,4718,63.59,2936612022,6397
Suriname,"5.835, -55.167",2007,male,25-34,24,39222,61.19,2936612022,6397
Suriname,"5.835, -55.167",2007,male,35-54,35,63837,54.83,2936612022,6397
Suriname,"5.835, -55.167",2007,male,55-74,10,23599,42.37,2936612022,6397
Suriname,"5.835, -55.167",2007,female,75,2,6107,32.75,2936612022,6397
Suriname,"5.835, -55.167",2007,male,15-24,12,46375,25.88,2936612022,6397
Suriname,"5.835, -55.167",2007,female,15-24,10,44452,22.5,2936612022,6397
Suriname,"5.835, -55.167",2007,female,25-34,6,38545,15.57,2936612022,6397
Suriname,"5.835, -55.167",2007,female,55-74,4,27614,14.49,2936612022,6397
Suriname,"5.835, -55.167",2007,female,35-54,7,62270,11.24,2936612022,6397
Suriname,"5.835, -55.167",2007,female,15-24,3,49661,6.04,2936612022,6397
Suriname,"5.835, -55.167",2007,male,15-24,3,52686,5.69,2936612022,6397
Suriname,"5.835, -55.167",2008,male,75,4,4841,82.63,3532969035,7601
Suriname,"5.835, -55.167",2008,male,35-54,47,65553,71.7,3532969035,7601
Suriname,"5.835, -55.167",2008,male,55-74,15,24124,62.18,3532969035,7601
Suriname,"5.835, -55.167",2008,male,25-34,23,39105,58.82,3532969035,7601
Suriname,"5.835, -55.167",2008,male,15-24,21,46969,44.71,3532969035,7601
Suriname,"5.835, -55.167",2008,female,15-24,14,44916,31.17,3532969035,7601
Suriname,"5.835, -55.167",2008,female,55-74,5,28396,17.61,3532969035,7601
Suriname,"5.835, -55.167",2008,female,75,1,6315,15.84,3532969035,7601
Suriname,"5.835, -55.167",2008,female,35-54,9,64026,14.06,3532969035,7601
Suriname,"5.835, -55.167",2008,female,25-34,4,38543,10.38,3532969035,7601
Suriname,"5.835, -55.167",2008,male,15-24,3,52600,5.7,3532969035,7601
Suriname,"5.835, -55.167",2008,female,15-24,1,49401,2.02,3532969035,7601
Suriname,"5.835, -55.167",2009,male,75,4,4932,81.1,3875409836,8238
Suriname,"5.835, -55.167",2009,male,35-54,46,67116,68.54,3875409836,8238
Suriname,"5.835, -55.167",2009,male,55-74,12,24763,48.46,3875409836,8238
Suriname,"5.835, -55.167",2009,male,25-34,18,39139,45.99,3875409836,8238
Suriname,"5.835, -55.167",2009,male,15-24,18,47548,37.86,3875409836,8238
Suriname,"5.835, -55.167",2009,female,55-74,6,29225,20.53,3875409836,8238
Suriname,"5.835, -55.167",2009,female,15-24,9,45374,19.84,3875409836,8238
Suriname,"5.835, -55.167",2009,female,75,1,6530,15.31,3875409836,8238
Suriname,"5.835, -55.167",2009,female,35-54,9,65668,13.71,3875409836,8238
Suriname,"5.835, -55.167",2009,female,25-34,4,38634,10.35,3875409836,8238
Suriname,"5.835, -55.167",2009,female,15-24,3,49092,6.11,3875409836,8238
Suriname,"5.835, -55.167",2009,male,15-24,1,52427,1.91,3875409836,8238
Suriname,"5.835, -55.167",2010,male,75,5,4994,100.12,4368398048,9176
Suriname,"5.835, -55.167",2010,female,75,4,6758,59.19,4368398048,9176
Suriname,"5.835, -55.167",2010,male,35-54,40,68450,58.44,4368398048,9176
Suriname,"5.835, -55.167",2010,male,25-34,19,39368,48.26,4368398048,9176
Suriname,"5.835, -55.167",2010,male,55-74,10,25526,39.18,4368398048,9176
Suriname,"5.835, -55.167",2010,male,15-24,18,48112,37.41,4368398048,9176
Suriname,"5.835, -55.167",2010,female,15-24,10,45832,21.82,4368398048,9176
Suriname,"5.835, -55.167",2010,female,35-54,14,67102,20.86,4368398048,9176
Suriname,"5.835, -55.167",2010,female,25-34,7,38855,18.02,4368398048,9176
Suriname,"5.835, -55.167",2010,female,55-74,3,30084,9.97,4368398048,9176
Suriname,"5.835, -55.167",2010,female,15-24,4,48769,8.2,4368398048,9176
Suriname,"5.835, -55.167",2010,male,15-24,2,52202,3.83,4368398048,9176
Suriname,"5.835, -55.167",2011,male,75,5,5184,96.45,4422276622,9184
Suriname,"5.835, -55.167",2011,male,35-54,39,69491,56.12,4422276622,9184
Suriname,"5.835, -55.167",2011,male,25-34,22,39793,55.29,4422276622,9184
Suriname,"5.835, -55.167",2011,male,15-24,19,48619,39.08,4422276622,9184
Suriname,"5.835, -55.167",2011,male,55-74,10,26237,38.11,4422276622,9184
Suriname,"5.835, -55.167",2011,female,15-24,12,46282,25.93,4422276622,9184
