lat,lng,country
4.9604,8.33,Nigeria
38.3704,38.3,Turkey
26.55,101.73,China
27.2041,56.2721,Iran
55.7,52.3199,Russia
35.1503,36.73,Syria
-38.0996,145.2834,Australia
-3.75,-73.25,Peru
36.7,67.1,Afghanistan
52.63,-1.1332,United Kingdom
58.5901,49.67,Russia
29.2704,117.18,China
24.0311,-104.67,Mexico
-1.59,103.61,Indonesia
-22.5196,-44.095,Brazil
37.72,115.7,China
34.75,10.72,Tunisia
54.92,-1.38,United Kingdom
19.53,-96.92,Mexico
48.5698,39.3344,Ukraine
1.48,124.85,Indonesia
49.885,73.115,Kazakhstan
31.0429,46.2676,Iraq
43.88,-78.85,Canada
45.8,130.85,China
54.6,-5.96,United Kingdom
37.17,38.795,Turkey
40.9604,117.93,China
34.0204,113.82,China
36.1704,1.32,Algeria
33.2432,131.5979,Japan
16.43,120.5699,Philippines
-31.55,-68.52,Argentina
56.13,47.25,Russia
7.6304,5.22,Nigeria
-1.25,116.83,Indonesia
15.15,76.915,India
5.96,10.15,Cameroon
51.03,3.7,Belgium
34.0674,134.5525,Japan
34.7255,-92.3581,United States
23.48,111.32,China
50.8003,-1.08,United Kingdom
40.2752,-76.8843,United States
10.43,-71.45,Venezuela
-25.5235,-54.53,Brazil
33.2176,-97.1421,United States
34.2231,135.1677,Japan
48.58,7.75,France
43.0808,-89.3922,United States
16.5004,97.67,Burma
7.77,-72.25,Venezuela
47.2104,-1.59,France
40.29,69.6199,Tajikistan
32.43,105.87,China
32.7004,51.47,Iran
9.3,13.39,Cameroon
-2.51,28.84,Congo (Kinshasa)
8.82,78.13,India
32.765,129.885,Japan
36.0209,129.3715,"Korea, South"
54.7,20.4973,Russia
-10.97,26.78,Congo (Kinshasa)
39.5497,-119.8483,United States
17.9833,-76.95,Jamaica
27.2796,-80.3883,United States
-33.3,-66.35,Argentina
12.9904,7.6,Nigeria
-27.97,26.73,South Africa
11.2472,-74.2017,Colombia
18,-92.9,Mexico
53.26,34.43,Russia
50.73,-1.9,United Kingdom
-3.8,102.27,Indonesia
49.42,8.7,Germany
37.7903,-122.2165,United States
15.83,78.03,India
23.68,116.63,China
13.7817,121.0217,Philippines
48.15,17.117,Slovakia
24.8,85,India
4.4389,-75.2322,Colombia
57.01,41.01,Russia
39.9204,41.29,Turkey
7.2504,5.2,Nigeria
27.19,31.1799,Egypt
-10.7167,25.4724,Congo (Kinshasa)
27.7136,68.8486,Pakistan
33.57,114.03,China
-7.23,-35.88,Brazil
43.45,-80.5,Canada
36.1029,-80.261,United States
54.5804,-1.23,United Kingdom
24.3005,116.12,China
38.25,48.3,Iran
53.4227,58.98,Russia
35.4231,136.7628,Japan
-12.08,-75.2,Peru
12.25,109.17,Vietnam
9.75,-63.17,Venezuela
40.5944,115.0243,China
51.74,36.19,Russia
34.69,-1.91,Morocco
49.1203,6.18,France
24.2305,55.74,United Arab Emirates
33.5101,126.5219,"Korea, South"
7.7704,4.56,Nigeria
33.7346,-116.2346,United States
-19.4796,-42.52,Brazil
53.4204,14.53,Poland
35.9797,-78.9037,United States
43.0409,-76.1438,United States
35.0657,-85.2488,United States
37.98,-1.13,Spain
-12.81,28.22,Zambia
30.7904,31,Egypt
40.0421,-76.3012,United States
-6.16,39.2,Tanzania
-23.0195,-45.56,Brazil
43.9,81.35,China
11.865,-15.5984,Guinea-Bissau
14.5504,121,Philippines
47.6671,-117.433,United States
1.0904,34.17,Uganda
29.5389,-81.246,United States
15.46,36.39,Sudan
39.4236,125.939,"Korea, North"
56.86,35.89,Russia
61.2599,73.425,Russia
31.0304,112.1,China
27.6104,75.14,India
13.33,77.1,India
25.5701,-103.5,Mexico
26.3664,43.9628,Saudi Arabia
49.4249,27.0015,Ukraine
51.43,5.5,Netherlands
18.8,98.98,Thailand
-5.21,-80.63,Peru
48.2996,38.0547,Ukraine
32.6998,-97.125,United States
-12.9999,28.65,Zambia
24.38,102.57,China
26.3559,-81.7861,United States
41.6949,-73.921,United States
-0.09,34.75,Kenya
37.9766,-121.3112,United States
8.9004,76.57,India
59.4339,24.728,Estonia
-41.3,174.7833,New Zealand
13.1833,30.2167,Sudan
12.06,24.89,Sudan
5.843,118.108,Malaysia
19.1104,74.75,India
40.5404,72.79,Kyrgyzstan
53.0004,-2.18,United Kingdom
25.3504,74.635,India
34.1962,-119.1819,United States
23.4704,91.17,Bangladesh
33.3645,-82.0708,United States
41.4044,-75.6649,United States
13.6069,100.6115,Thailand
45.1804,5.72,France
-15.136,39.293,Mozambique
18.6704,78.1,India
37.165,-3.585,Spain
49.2004,16.61,Czechia
52.4204,-1.5,United Kingdom
10.02,-84.23,Costa Rica
10.705,122.545,Philippines
-21.75,-41.32,Brazil
-27.46,-58.99,Argentina
45.62,122.82,China
38.8704,65.8,Uzbekistan
32.38,15.1,Libya
27.5236,41.7001,Saudi Arabia
43.6006,-116.2316,United States
36.7604,5.07,Algeria
50.9,-1.4,United Kingdom
20.53,-100.8,Mexico
1.2136,-77.2811,Colombia
37.6374,-121.0028,United States
-29.18,-51.17,Brazil
57.92,59.975,Russia
27.88,102.3,China
37.4504,116.3,China
42.22,-8.73,Spain
28.1,-15.43,Spain
19.2704,76.76,India
49,8.4,Germany
33.6304,114.63,China
48.0297,37.9746,Ukraine
25.4303,119.02,China
37.61,36.945,Turkey
5.06,-75.52,Colombia
39.5743,2.6542,Spain
-37,174.885,New Zealand
25.5705,91.88,India
33.4804,48.35,Iran
4.1533,-73.635,Colombia
-20.7996,-49.39,Brazil
54.9504,23.88,Lithuania
18.4004,76.57,India
28.3042,-81.4164,United States
41.0993,-80.6463,United States
38.4261,77.25,China
2.7105,101.94,Malaysia
37.7704,29.08,Turkey
38.4954,43.4,Turkey
43.33,-8.42,Spain
30.3307,48.2797,Iran
28.9704,118.87,China
9.4204,77.58,India
51.47,-0.98,United Kingdom
17.5065,44.1316,Saudi Arabia
53.8985,30.3247,Belarus
26.5196,50.0115,Saudi Arabia
35.8997,14.5147,Malta
23.2211,-106.42,Mexico
25.1804,117.03,China
39.7084,-104.7274,United States
53.1204,18.01,Poland
3.83,103.32,Malaysia
0.55,123.07,Indonesia
-0.28,36.07,Kenya
43.0504,44.67,Russia
27.5618,68.2068,Pakistan
-43.535,172.63,New Zealand
45.05,41.98,Russia
18.2591,109.504,China
25.23,86.98,India
-29.3167,27.4833,Lesotho
31.72,73.99,Pakistan
-13.525,-71.9722,Peru
9.4004,-0.84,Ghana
51.825,107.625,Russia
11.18,-4.29,Burkina Faso
51.2504,22.5727,Poland
44.65,-63.6,Canada
48.35,10.9,Germany
5.6497,100.4793,Malaysia
31.9889,44.924,Iraq
42.9,71.365,Kazakhstan
43.1342,5.9188,France
36.67,48.5,Iran
43.3204,-1.98,Spain
37.0553,140.89,Japan
-27.3472,-55.8739,Paraguay
-27.3578,-55.8851,Argentina
45.1804,124.82,China
9.1774,105.15,Vietnam
43.755,142.38,Japan
25.5318,69.0118,Pakistan
64.575,40.545,Russia
39.6259,121.996,China
-3.7167,128.2,Indonesia
18.85,-97.13,Mexico
35.0476,104.6394,China
-27.7833,-64.2667,Argentina
36.3704,140.48,Japan
32.32,-9.24,Morocco
0.52,35.27,Kenya
28.4202,70.2952,Pakistan
2.931,-75.3302,Colombia
33.839,-117.8572,United States
49.2254,28.4816,Ukraine
23.9837,121.6,Taiwan
5.3304,103.12,Malaysia
40.5404,70.94,Uzbekistan
10.3804,105.42,Vietnam
21.3304,105.43,Vietnam
39.83,97.73,China
52.3804,4.63,Netherlands
12.667,108.05,Vietnam
-9.07,-78.57,Peru
29.485,77.695,India
27.5,-99.55,Mexico
34.6934,-118.1753,United States
35.3,47.02,Iran
48.3192,14.2888,Austria
21.3808,-77.9169,Cuba
45.4404,10.99,Italy
34.5277,-117.3537,United States
42.97,-81.25,Canada
51.1811,71.4278,Kazakhstan
8.4,-71.13,Venezuela
50.4204,4.45,Belgium
50.63,36.5999,Russia
13.17,32.66,Sudan
31.8416,47.1512,Iraq
36.3927,139.0727,Japan
30.4427,-87.1886,United States
55.46,65.345,Russia
33.6027,71.4327,Pakistan
55.1887,30.1853,Belarus
-22.71,-47.64,Brazil
34.7368,127.7458,"Korea, South"
36.0713,-94.166,United States
27.7173,-97.3822,United States
31.2804,72.325,Pakistan
2.9614,99.0615,Indonesia
-3.36,36.67,Tanzania
-27.49,-58.81,Argentina
37.41,140.38,Japan
42.154,24.754,Bulgaria
-18,31.1,Zimbabwe
41.15,80.25,China
29.9804,103.08,China
42.3004,123.82,China
20.67,-101.5,Mexico
54.5204,36.27,Russia
-32.97,27.87,South Africa
32.3163,-90.2124,United States
37.964,126.5644,"Korea, North"
8.1,-63.6,Venezuela
35.9177,139.4911,Japan
27.6666,85.3333,Nepal
10.9337,108.1001,Vietnam
6.1133,100.3729,Malaysia
28.47,-16.25,Spain
43.53,-5.67,Spain
36.0956,-79.8269,United States
33.5624,133.5375,Japan
43.0236,-83.6922,United States
-22.33,-49.08,Brazil
15,102.1,Thailand
52.97,36.07,Russia
34.3447,134.0448,Japan
33.7366,-117.8819,United States
26.1204,85.3799,India
0.4904,29.45,Congo (Kinshasa)
36.7,137.23,Japan
39.232,117.777,China
14.4,33.52,Sudan
-16.72,-43.86,Brazil
52.03,8.53,Germany
-3.3761,29.36,Burundi
23.7304,114.68,China
27.5,77.67,India
24.7504,90.38,Bangladesh
41.9,126.43,China
30.3204,76.385,India
39.1605,127.4308,"Korea, North"
52.3,76.95,Kazakhstan
41.0885,-85.1436,United States
-23.4095,-51.93,Brazil
23.8504,78.75,India
-35.283,149.129,Australia
43.59,39.73,Russia
43.6104,3.87,France
-26.8996,-48.68,Brazil
35.83,10.625,Tunisia
42.2755,-83.7312,United States
47.1683,27.5749,Romania
19.32,84.8,India
32.88,59.2199,Iran
35.0846,-78.9776,United States
56.6354,47.8749,Russia
31.9182,131.4184,Japan
48.7948,44.7744,Russia
25.8004,113.0301,China
41.65,-4.75,Spain
38.4465,-122.706,United States
32.4907,45.8304,Iraq
37.88,-4.77,Spain
54.7827,32.0473,Russia
42.7142,-84.56,United States
-25.5167,-54.6161,Paraguay
-31.75,-52.33,Brazil
55.3804,37.5299,Russia
46.6325,32.6007,Ukraine
27.8804,79.905,India
-23.26,-47.3,Brazil
13.17,123.75,Philippines
39.71,140.09,Japan
10.5956,14.3247,Cameroon
-16.3196,-48.96,Brazil
20.1704,-98.73,Mexico
39.78,64.43,Uzbekistan
68.97,33.1,Russia
42.3333,-83.0333,Canada
20.8872,-76.2631,Cuba
49.99,82.6149,Kazakhstan
21.5054,-104.88,Mexico
56.13,40.4099,Russia
30.6783,-88.1162,United States
6.9964,100.4714,Thailand
49.574,34.5703,Ukraine
28.6,77.2,India
10.45,-64.18,Venezuela
53.6779,23.8341,Belarus
28.9,76.58,India
29.31,30.84,Egypt
46.7884,23.5984,Romania
10.3104,9.84,Nigeria
38.0423,-84.4587,United States
38.3512,-0.4836,Spain
32.3804,48.47,Iran
10.6004,-66.97,Venezuela
4.5343,-75.6811,Colombia
45.7588,21.2234,Romania
46.0553,14.515,Slovenia
42.4554,14.2187,Italy
54.5204,18.53,Poland
15.1451,120.5451,Philippines
26.6804,119.5301,China
24.0875,32.8989,Egypt
43.2156,27.8953,Bulgaria
50.3505,7.6,Germany
59.1404,37.91,Russia
37.8373,68.7713,Tajikistan
50.435,80.275,Kazakhstan
45.4559,28.0459,Romania
45.6475,25.6072,Romania
21.4704,83.9701,India
-8.3689,-74.535,Peru
-23.65,-70.4,Chile
34.6989,-86.6414,United States
34.4155,-118.4992,United States
35.5706,-82.5537,United States
5.8904,5.68,Nigeria
35.3304,40.13,Syria
52.055,113.465,Russia
10.48,-73.25,Colombia
-14.85,-40.84,Brazil
-19.85,47.0333,Madagascar
43.4981,43.6179,Russia
51.5049,31.3015,Ukraine
23.3504,75.03,India
44.9477,-93.104,United States
35.0204,-5.91,Morocco
4.271,117.896,Malaysia
27.15,78.3949,India
-8.75,-63.9,Brazil
-24.1833,-65.3,Argentina
36.2304,36.12,Turkey
-20.53,-47.39,Brazil
17.0303,81.79,India
14.8296,120.2828,Philippines
44.3263,23.8259,Romania
24.47,32.95,Egypt
10.42,-67.02,Venezuela
44.2027,28.61,Romania
54.1704,45.18,Russia
23.3619,103.4061,China
40.685,46.35,Azerbaijan
40.5479,-105.0658,United States
41.795,140.74,Japan
37.9789,-121.7957,United States
50.83,12.92,Germany
36.0145,-115.0362,United States
53.7504,-0.33,United Kingdom
37.8904,41.14,Turkey
26.1505,32.72,Egypt
23.2504,87.865,India
0.4404,33.1999,Uganda
32.58,74.08,Pakistan
52.73,41.43,Russia
42.827,93.515,China
52.1,23.7,Belarus
34.2,72.04,Pakistan
17.9229,77.5175,India
44.8,65.465,Kazakhstan
10.0154,105.0914,Vietnam
9.6037,105.98,Vietnam
6.4833,2.6166,Benin
-20.3162,57.5166,Mauritius
40.9732,126.6032,"Korea, North"
33.7476,44.6573,Iraq
31.4204,31.82,Egypt
-8.1727,113.6873,Indonesia
25.4291,49.5659,Saudi Arabia
24.1556,47.312,Saudi Arabia
40.825,140.71,Japan
48.3053,25.9216,Ukraine
36.5804,36.17,Turkey
49.4347,32.0709,Ukraine
40.2237,-74.764,United States
4.8833,114.9333,Brunei
28.8154,79.025,India
39.72,141.13,Japan
33.42,43.3,Iraq
10.652,-61.517,Trinidad And Tobago
59.21,39.92,Russia
50.9243,34.7809,Ukraine
51.63,-3.95,United Kingdom
37.74,140.47,Japan
-26.92,-49.09,Brazil
14.8104,-16.93,Senegal
16.9675,82.2375,India
29.4004,76.97,India
7.73,8.53,Nigeria
-25.09,-50.16,Brazil
9.62,6.55,Nigeria
53.1504,23.17,Poland
-8.89,33.43,Tanzania
39.2224,9.104,Italy
28.0557,-81.9543,United States
17.2804,80.1601,India
5.4904,10.4099,Cameroon
31.1254,74.455,Pakistan
47.21,123.61,China
51.3,9.5,Germany
-22.5495,-47.4,Brazil
48.4333,-123.35,Canada
23.2504,69.81,India
23.08,114.4,China
18.4604,79.11,India
40.0859,124.4213,"Korea, North"
-36.7167,-73.1167,Chile
27.4666,-109.925,Mexico
32.4659,-93.7959,United States
41.5563,-90.6052,United States
18.1204,-94.42,Mexico
37.1943,-93.2915,United States
13.6504,79.42,India
-2.9,-79,Ecuador
0.13,29.28,Congo (Kinshasa)
4.9433,-1.704,Ghana
33.0502,-96.7487,United States
-22.5095,-43.2,Brazil
15.2804,76.375,India
25.75,89.28,Bangladesh
42.2598,-89.0641,United States
40.7245,-74.1725,United States
40.8098,-96.6802,United States
30.5833,31.5167,Egypt
12.5704,76.92,India
42.3791,-88.0811,United States
17.32,96.515,Burma
8.6,-70.25,Venezuela
-9.4647,147.1925,Papua New Guinea
35.941,126.9454,"Korea, South"
27.5454,76.6049,India
10.9587,123.3086,Philippines
36.535,-6.225,Spain
23.7104,92.72,India
-10.1787,123.583,Indonesia
35.08,109.03,China
50.2456,28.6622,Ukraine
41.03,113.08,China
-38.74,-62.265,Argentina
19.7592,-72.2125,Haiti
-1.2696,-78.62,Ecuador
41.6771,-86.2692,United States
36.8303,54.48,Iran
35.57,6.17,Algeria
-18,-70.25,Peru
32.0282,-81.1786,United States
11.2504,125,Philippines
38.4104,112.72,China
7.2169,124.2484,Philippines
41.0208,40.5219,Turkey
-14.068,-75.7255,Peru
40.58,49.63,Azerbaijan
47.23,38.92,Russia
14.15,-16.1,Senegal
57.77,40.94,Russia
33.6772,-117.7738,United States
7.2004,5.59,Nigeria
-6.9096,106.9,Indonesia
50.555,137.02,Russia
53.9,86.71,Russia
46.9167,7.467,Switzerland
8.7575,-75.89,Colombia
0.04,18.26,Congo (Kinshasa)
23.72,-99.13,Mexico
36.18,5.4,Algeria
42.82,-1.65,Spain
29.6321,111.8517,China
15.25,104.83,Thailand
-7.4639,-63.04,Brazil
-7.2296,-39.42,Brazil
20.1453,-75.2061,Cuba
53.8304,-3.05,United Kingdom
-3.5336,118.966,Indonesia
38.2705,140.32,Japan
-6.8796,109.67,Indonesia
38.68,39.23,Turkey
36.5504,53.1,Iran
40.8076,-81.3677,United States
-7.3254,108.2147,Indonesia
16.8354,75.71,India
45.4387,12.335,Italy
40.7161,-74.0682,United States
32.6281,-117.0145,United States
10.2904,11.17,Nigeria
51.9704,7.62,Germany
-22.95,30.48,South Africa
54.3304,10.13,Germany
55.5833,13.0333,Sweden
48.6837,6.2,France
34.8068,126.3958,"Korea, South"
-22.57,17.0835,Namibia
3.3304,99.13,Indonesia
24.0943,38.0493,Saudi Arabia
44.0563,-123.1173,United States
-6.41,20.77,Congo (Kinshasa)
40.34,-75.9266,United States
53.63,55.96,Russia
1.3887,99.2734,Indonesia
12.4541,98.6115,Burma
-38.73,-72.58,Chile
30.2083,-92.0322,United States
46.5304,6.65,Switzerland
45.4304,4.38,France
61.85,34.28,Russia
24.8,93.95,India
5.532,7.486,Nigeria
19.4204,-102.07,Mexico
6.802,-58.167,Guyana
39.7454,37.035,Turkey
32.08,23.96,Libya
27.793,-82.6652,United States
47.0778,15.41,Austria
-2.9639,25.91,Congo (Kinshasa)
33.5643,-101.8871,United States
50.28,57.17,Kazakhstan
-31.7333,-60.5333,Argentina
30.3892,47.708,Iraq
40.752,-89.6155,United States
37.0997,79.9269,China
-22.89,-42.04,Brazil
39.6504,27.89,Turkey
39.6823,122.9619,China
9.2904,-75.38,Colombia
-9.38,-40.51,Brazil
9.5804,-69.2,Venezuela
-34.4154,150.89,Australia
-19.78,-47.95,Brazil
33.7096,-78.8843,United States
27.5616,-99.487,United States
40.8,30.415,Turkey
40.2922,70.4272,Tajikistan
44.9232,-123.0245,United States
36.728,68.8725,Afghanistan
61.5,23.75,Finland
32.51,-84.8771,United States
2.42,-76.61,Colombia
13.8337,100.4833,Thailand
14.5412,49.1259,Yemen
-9.9666,-67.8,Brazil
26.7855,79.015,India
14.886,38.8163,Eritrea
-24.9596,-53.46,Brazil
7.0904,4.84,Nigeria
-19.12,33.47,Mozambique
31.87,-116.62,Mexico
56.2504,43.46,Russia
11.9304,108.42,Vietnam
32.347,-86.2663,United States
11.749,11.966,Nigeria
16.2104,77.355,India
6.89,-6.45,Côte D’Ivoire
50.6166,26.2528,Ukraine
42.9354,89.165,China
48.0004,7.8699,Germany
20.5504,-97.47,Mexico
25.0364,101.5456,China
-6.7333,108.5666,Indonesia
5.835,-55.167,Suriname
14.6104,-61.08,Martinique
32.2703,75.72,India
33.2827,-111.8516,United States
61.1508,-149.1091,United States
30.455,-84.2526,United States
15.8604,80.34,India
3.8724,-77.0505,Colombia
13.63,25.35,Sudan
9.59,41.86,Ethiopia
46.6304,126.98,China
38.2005,15.55,Italy
33.92,48.8,Iran
28.85,121.12,China
16.42,102.83,Thailand
-6.82,37.66,Tanzania
-18.87,-41.97,Brazil
29,77.02,India
22.4,-79.9667,Cuba
7.63,4.18,Nigeria
35.3933,-80.636,United States
9.675,80.005,Sri Lanka
19.8104,-99.11,Mexico
43.3304,21.9,Serbia
3.0204,30.9,Uganda
15.1504,108.83,Vietnam
47.0504,8.28,Switzerland
36.9684,120.7084,China
33.9804,51.58,Iran
45.81,9.08,Italy
41.06,14.3374,Italy
33.6872,-111.865,United States
-15.65,-56.14,Brazil
48.5041,32.2603,Ukraine
48.5333,2.6666,France
-18.97,32.65,Zimbabwe
-29.6833,-53.8,Brazil
28.4337,45.9601,Saudi Arabia
25.79,-109,Mexico
40.9429,73.0025,Kyrgyzstan
10.3554,107.085,Vietnam
36.0704,136.22,Japan
0.912,108.9655,Indonesia
48.1004,20.78,Hungary
31.0754,-97.7293,United States
50.3854,-4.16,United Kingdom
17.4048,102.7893,Thailand
39.9007,66.2608,Uzbekistan
51.21,58.6273,Russia
-33.6,-70.7,Chile
33.5796,-112.2258,United States
-17.98,-67.13,Bolivia
56.157,101.615,Russia
34.21,-77.886,United States
-5.8166,13.45,Congo (Kinshasa)
25.1454,82.57,India
33.9654,130.9454,Japan
50.0705,22,Poland
-15.5,-70.14,Peru
21.9504,108.62,China
28.0122,-81.7018,United States
60.935,76.58,Russia
49.536,25.5821,Ukraine
52.25,10.5,Germany
36.8945,-76.259,United States
35.9504,114.22,China
10.9691,106.6527,Vietnam
35.9818,126.716,"Korea, South"
23.1704,89.2,Bangladesh
38.6304,27.44,Turkey
37.3551,127.9396,"Korea, South"
20.42,106.2,Vietnam
52.56,103.92,Russia
36.288,-115.0901,United States
28.7437,77.7628,India
33.3103,-111.7463,United States
49.505,0.105,France
-8.28,-35.98,Brazil
-38.95,-68.06,Argentina
46.08,122.08,China
44.73,37.7699,Russia
18.4504,-97.38,Mexico
39.3797,-74.4527,United States
48.9348,24.7094,Ukraine
27.9703,116.36,China
14.0696,121.3226,Philippines
36.6778,-76.3024,United States
32.8584,-96.9702,United States
25.8696,-80.3045,United States
40.51,141.54,Japan
32.91,-96.6305,United States
49.47,11,Germany
23.6802,58.1825,Oman
56.1572,10.2107,Denmark
33.1631,129.7177,Japan
27.0046,49.646,Saudi Arabia
4.865,100.72,Malaysia
16.7704,94.75,Burma
-6.8696,109.12,Indonesia
30.3004,111.5,China
24.9036,91.8736,Bangladesh
53.2209,63.6283,Kazakhstan
48.7304,21.25,Slovakia
26.9,-101.42,Mexico
47.3804,0.6999,France
30.0604,70.6351,Pakistan
-26.2696,28.43,South Africa
51.8804,-0.42,United Kingdom
30.6717,73.1118,Pakistan
43.3505,-5.83,Spain
62.035,129.735,Russia
53.8704,10.67,Germany
40.1004,67.83,Uzbekistan
-10.2377,-48.2878,Brazil
2.8161,-60.666,Brazil
-7.7896,112,Indonesia
33.2016,-96.6669,United States
37.5265,-121.9852,United States
-0.3566,42.5183,Somalia
13.9759,44.1709,Yemen
39.11,63.58,Turkmenistan
11.72,-70.21,Venezuela
21.67,69.67,India
36.3273,-119.3264,United States
22.7704,-102.58,Mexico
13.9946,-89.5598,El Salvador
-13.76,-65.58,Bolivia
-8.1152,115.0944,Indonesia
-8.5594,125.5795,Timor-Leste
55.6404,51.82,Russia
39.9651,-76.7315,United States
31.0215,61.4815,Iran
-34.17,-70.74,Chile
45.78,3.08,France
46.1979,-119.1732,United States
49.0835,33.4296,Ukraine
13.4916,7.0964,Niger
44.9469,26.0365,Romania
8.4,99.97,Thailand
27.4167,85.0334,Nepal
37.9882,-87.5339,United States
25.8004,89,Bangladesh
33.3477,43.7773,Iraq
29.7004,112.4,China
7.3204,13.58,Cameroon
47.5305,21.63,Hungary
52.2804,8.05,Germany
42.7491,-71.491,United States
49.2,119.7,China
61.66,50.82,Russia
38.93,100.45,China
-14.78,-39.05,Brazil
-2.4333,-54.7,Brazil
13.8,8.9833,Niger
42.47,59.615,Uzbekistan
52.1304,11.62,Germany
34.8904,-1.32,Algeria
55.8704,38.48,Russia
64.4833,91.2333,Russia
26.2454,68.4,Pakistan
27.2504,77.5,India
-33.7596,25.39,South Africa
41.81,120.76,China
31.9404,-4.45,Morocco
54.88,69.22,Kazakhstan
4.3999,113.9845,Malaysia
25.0834,-77.35,"Bahamas, The"
25.998,-97.4565,United States
-20.25,-70.13,Chile
41.3927,128.1927,"Korea, North"
11.935,79.83,India
-17.4,-66.28,Bolivia
51.3004,37.84,Russia
36.4304,115.97,China
12.1704,6.66,Nigeria
0.9168,104.4714,Indonesia
13.4004,101,Thailand
37.8747,127.7342,"Korea, South"
22.105,95.15,Burma
36.22,57.63,Iran
43.3187,45.6987,Russia
59.73,30.65,Russia
11.3204,-5.68,Mali
10.2703,13.27,Nigeria
45.2504,19.8499,Serbia
-7.21,-39.32,Brazil
-2.3496,29.74,Rwanda
36.8804,6.9,Algeria
29.6804,76.97,India
9.2804,105.72,Vietnam
36.2404,137.97,Japan
-5.07,39.09,Tanzania
-19.041,-65.2595,Bolivia
-14.5186,40.715,Mozambique
42.85,-2.67,Spain
8.1804,77.43,India
35.1667,33.3666,Cyprus
38.0394,125.7144,"Korea, North"
37.7704,38.2799,Turkey
30.8104,73.45,Pakistan
23.6204,90.5,Bangladesh
19.23,-103.72,Mexico
44.2774,-88.3894,United States
35.4704,110.43,China
30.99,41.0207,Saudi Arabia
-14.7896,-39.28,Brazil
44.7804,17.18,Bosnia And Herzegovina
8.554,-10.151,Guinea
36.22,58.82,Iran
36.4713,52.3633,Iran
14.9,-92.27,Mexico
-26.1728,-58.1828,Argentina
30.4271,-89.0703,United States
47.7204,40.27,Russia
50.2666,127.5333,Russia
18.9204,-96.92,Mexico
53.1266,29.1928,Belarus
15.5021,120.9617,Philippines
-23.89,29.45,South Africa
29.645,91.1,China
10.7704,79.15,India
33.9004,10.1,Tunisia
36.1393,68.6993,Afghanistan
34.1914,-118.8755,United States
58.5,31.33,Russia
39.6647,106.8122,China
-6.1833,35.75,Tanzania
4.5804,13.68,Cameroon
-5.52,-47.49,Brazil
52.4004,13.07,Germany
18.4504,-69.3,Dominican Republic
27.7304,30.84,Egypt
1.75,98.8,Indonesia
47.9004,1.9,France
38.2772,67.8872,Uzbekistan
33.3858,-112.3236,United States
6.932,79.8578,Sri Lanka
34.1412,-117.2936,United States
35.9171,74.3,Pakistan
58.0503,38.82,Russia
53.2204,6.58,Netherlands
47.5436,-122.7122,United States
37.2785,-79.958,United States
45.6504,13.8,Italy
50.8904,20.66,Poland
47.7504,7.35,France
52.5341,85.18,Russia
35.7427,-81.3233,United States
5.493,7.026,Nigeria
19.9804,-102.28,Mexico
40.1104,65.355,Uzbekistan
43.5204,16.47,Croatia
42.2749,-85.5881,United States
47.05,21.92,Romania
50.7472,25.3334,Ukraine
-1.06,-80.46,Ecuador
60.391,5.3245,Norway
45.292,27.969,Romania
47.2431,-122.4531,United States
26.6304,118.17,China
-3.26,-79.96,Ecuador
4.0304,9.19,Cameroon
-22.21,-49.95,Brazil
34.0968,-117.4599,United States
39.8504,33.53,Turkey
18.2301,42.5001,Saudi Arabia
4.7704,-6.64,Côte D’Ivoire
-18.1818,49.405,Madagascar
25.7904,73.3299,India
20.4503,106.333,Vietnam
51.2711,51.335,Kazakhstan
-22.12,-51.39,Brazil
26.23,117.58,China
48.1,-1.67,France
6.8204,3.92,Nigeria
5.6404,0.01,Ghana
43.3805,-3.8,Spain
44.515,-87.9896,United States
35.1903,-0.64,Algeria
37.47,57.32,Iran
18.417,-68.9666,Dominican Republic
-24.6463,25.9119,Botswana
15.6917,43.6021,Yemen
-36.8524,174.5543,New Zealand
-12.37,13.5412,Angola
30.5852,-96.296,United States
35.5304,106.6801,China
33.9244,-117.2045,United States
18.1988,120.5936,Philippines
11.6001,37.3833,Ethiopia
6.8184,-5.2755,Côte D’Ivoire
31.25,34.83,Israel
41.73,86.15,China
47.8105,13.04,Austria
-5.9333,29.2,Congo (Kinshasa)
35.1988,-101.8308,United States
43.6773,-70.2715,United States
-36.7913,174.7758,New Zealand
44.1447,125.8443,China
19.83,-90.5,Mexico
29.7204,113.88,China
-22.02,-47.89,Brazil
46.8653,-96.8292,United States
32.65,-16.88,Portugal
-28.68,-49.39,Brazil
18.2916,99.4813,Thailand
34.4285,-119.7202,United States
9.365,-79.875,Panama
41.5495,-72.0882,United States
17.0255,54.0852,Oman
2.303,111.843,Malaysia
20.9601,-76.9544,Cuba
24.7815,112.3825,China
-22.82,-45.19,Brazil
43.7205,10.4,Italy
23.8354,91.28,India
50.9701,11.03,Germany
-5.115,-42.845,Brazil
3.8005,10.12,Cameroon
54.0704,12.15,Germany
34.1818,-118.2468,United States
15.5604,80.05,India
9.7004,1.68,Benin
38.5304,44.97,Iran
-5.19,-37.34,Brazil
22.7004,90.375,Bangladesh
34.86,5.73,Algeria
41.0304,70.1549,Uzbekistan
40.5084,17.23,Italy
40.9466,-73.8674,United States
57.83,28.3299,Russia
32.6604,14.26,Libya
17.9805,-94.53,Mexico
33.696,-118.0025,United States
31.72,72.98,Pakistan
